[INFO] Verbose logging enabled. All output will be saved to logs/build-log-1756569822.log
#6 8.027 Get:42 http://deb.debian.org/debian testing/main arm64 libngtcp2-crypto-gnutls8 arm64 1.11.0-1 [28.2 kB]
#6 8.028 Get:43 http://deb.debian.org/debian testing/main arm64 libcurl3t64-gnutls arm64 8.15.0-1 [355 kB]
#6 8.037 Get:44 http://deb.debian.org/debian testing/main arm64 liberror-perl all 0.17030-1 [26.9 kB]
#6 8.037 Get:45 http://deb.debian.org/debian testing/main arm64 git-man all 1:2.50.1-0.1 [2266 kB]
#6 8.090 Get:46 http://deb.debian.org/debian testing/main arm64 git arm64 1:2.50.1-0.1 [8978 kB]
#6 8.301 Get:47 http://deb.debian.org/debian testing/main arm64 libgpg-error0 arm64 1.55-2 [83.9 kB]
#6 8.302 Get:48 http://deb.debian.org/debian testing/main arm64 libassuan9 arm64 3.0.2-2 [59.1 kB]
#6 8.302 Get:49 http://deb.debian.org/debian testing/main arm64 libgcrypt20 arm64 1.11.2-2 [772 kB]
#6 8.319 Get:50 http://deb.debian.org/debian testing/main arm64 libreadline8t64 arm64 8.2-6 [159 kB]
#6 8.323 Get:51 http://deb.debian.org/debian testing/main arm64 gpgconf arm64 2.4.8-3 [122 kB]
#6 8.326 Get:52 http://deb.debian.org/debian testing/main arm64 libksba8 arm64 1.6.7-2+b1 [125 kB]
#6 8.330 Get:53 http://deb.debian.org/debian testing/main arm64 libnpth0t64 arm64 1.8-3 [22.9 kB]
#6 8.330 Get:54 http://deb.debian.org/debian testing/main arm64 gpg arm64 2.4.8-3 [579 kB]
#6 9.204 Preconfiguring packages ...
#6 9.250 Fetched 32.0 MB in 1s (37.3 MB/s)
#6 9.258 Selecting previously unselected package libexpat1:arm64.
#6 9.258 (Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 4932 files and directories currently installed.)
#6 9.259 Preparing to unpack .../libexpat1_2.7.1-2_arm64.deb ...
#6 9.265 Unpacking libexpat1:arm64 (2.7.1-2) ...
#6 9.283 Selecting previously unselected package libapparmor1:arm64.
#6 9.284 Preparing to unpack .../libapparmor1_4.1.0-1_arm64.deb ...
#6 9.285 Unpacking libapparmor1:arm64 (4.1.0-1) ...
#6 9.304 Selecting previously unselected package sudo.
#6 9.305 Preparing to unpack .../sudo_1.9.17p2-1_arm64.deb ...
#6 9.307 Unpacking sudo (1.9.17p2-1) ...
#6 9.391 Selecting previously unselected package adduser.
#6 9.392 Preparing to unpack .../archives/adduser_3.152_all.deb ...
#6 9.393 Unpacking adduser (3.152) ...
#6 9.417 Setting up adduser (3.152) ...
#6 9.434 Selecting previously unselected package readline-common.
#6 9.434 (Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 5182 files and directories currently installed.)
#6 9.436 Preparing to unpack .../00-readline-common_8.2-6_all.deb ...
#6 9.439 Unpacking readline-common (8.2-6) ...
#6 9.454 Selecting previously unselected package openssl.
#6 9.455 Preparing to unpack .../01-openssl_3.5.2-1_arm64.deb ...
#6 9.456 Unpacking openssl (3.5.2-1) ...
#6 9.530 Selecting previously unselected package ca-certificates.
#6 9.531 Preparing to unpack .../02-ca-certificates_20250419_all.deb ...
#6 9.533 Unpacking ca-certificates (20250419) ...
#6 9.557 Selecting previously unselected package libedit2:arm64.
#6 9.558 Preparing to unpack .../03-libedit2_3.1-20250104-1_arm64.deb ...
#6 9.559 Unpacking libedit2:arm64 (3.1-20250104-1) ...
#6 9.580 Selecting previously unselected package libcbor0.10:arm64.
#6 9.580 Preparing to unpack .../04-libcbor0.10_0.10.2-2_arm64.deb ...
#6 9.581 Unpacking libcbor0.10:arm64 (0.10.2-2) ...
#6 9.595 Selecting previously unselected package libfido2-1:arm64.
#6 9.595 Preparing to unpack .../05-libfido2-1_1.16.0-2_arm64.deb ...
#6 9.597 Unpacking libfido2-1:arm64 (1.16.0-2) ...
#6 9.613 Selecting previously unselected package libkrb5support0:arm64.
#6 9.614 Preparing to unpack .../06-libkrb5support0_1.21.3-5_arm64.deb ...
#6 9.615 Unpacking libkrb5support0:arm64 (1.21.3-5) ...
#6 9.627 Selecting previously unselected package libcom-err2:arm64.
#6 9.627 Preparing to unpack .../07-libcom-err2_1.47.2-3+b3_arm64.deb ...
#6 9.629 Unpacking libcom-err2:arm64 (1.47.2-3+b3) ...
#6 9.646 Selecting previously unselected package libk5crypto3:arm64.
#6 9.646 Preparing to unpack .../08-libk5crypto3_1.21.3-5_arm64.deb ...
#6 9.647 Unpacking libk5crypto3:arm64 (1.21.3-5) ...
#6 9.666 Selecting previously unselected package libkeyutils1:arm64.
#6 9.666 Preparing to unpack .../09-libkeyutils1_1.6.3-6_arm64.deb ...
#6 9.670 Unpacking libkeyutils1:arm64 (1.6.3-6) ...
#6 9.683 Selecting previously unselected package libkrb5-3:arm64.
#6 9.684 Preparing to unpack .../10-libkrb5-3_1.21.3-5_arm64.deb ...
#6 9.686 Unpacking libkrb5-3:arm64 (1.21.3-5) ...
#6 9.715 Selecting previously unselected package libgssapi-krb5-2:arm64.
#6 9.715 Preparing to unpack .../11-libgssapi-krb5-2_1.21.3-5_arm64.deb ...
#6 9.718 Unpacking libgssapi-krb5-2:arm64 (1.21.3-5) ...
#6 9.740 Selecting previously unselected package openssh-client.
#6 9.740 Preparing to unpack .../12-openssh-client_1%3a10.0p1-8_arm64.deb ...
#6 9.745 Unpacking openssh-client (1:10.0p1-8) ...
#6 9.809 Selecting previously unselected package perl-modules-5.40.
#6 9.810 Preparing to unpack .../13-perl-modules-5.40_5.40.1-6_all.deb ...
#6 9.811 Unpacking perl-modules-5.40 (5.40.1-6) ...
#6 10.00 Selecting previously unselected package libgdbm6t64:arm64.
#6 10.00 Preparing to unpack .../14-libgdbm6t64_1.26-1_arm64.deb ...
#6 10.00 Unpacking libgdbm6t64:arm64 (1.26-1) ...
#6 10.02 Selecting previously unselected package libgdbm-compat4t64:arm64.
#6 10.02 Preparing to unpack .../15-libgdbm-compat4t64_1.26-1_arm64.deb ...
#6 10.02 Unpacking libgdbm-compat4t64:arm64 (1.26-1) ...
#6 10.04 Selecting previously unselected package libperl5.40:arm64.
#6 10.04 Preparing to unpack .../16-libperl5.40_5.40.1-6_arm64.deb ...
#6 10.04 Unpacking libperl5.40:arm64 (5.40.1-6) ...
#6 10.27 Selecting previously unselected package perl.
#6 10.27 Preparing to unpack .../17-perl_5.40.1-6_arm64.deb ...
#6 10.27 Unpacking perl (5.40.1-6) ...
#6 10.31 Selecting previously unselected package libunistring5:arm64.
#6 10.31 Preparing to unpack .../18-libunistring5_1.3-2_arm64.deb ...
#6 10.31 Unpacking libunistring5:arm64 (1.3-2) ...
#6 10.35 Selecting previously unselected package libidn2-0:arm64.
#6 10.35 Preparing to unpack .../19-libidn2-0_2.3.8-4_arm64.deb ...
#6 10.35 Unpacking libidn2-0:arm64 (2.3.8-4) ...
#6 10.37 Selecting previously unselected package libffi8:arm64.
#6 10.37 Preparing to unpack .../20-libffi8_3.4.8-2_arm64.deb ...
#6 10.37 Unpacking libffi8:arm64 (3.4.8-2) ...
#6 10.39 Selecting previously unselected package libp11-kit0:arm64.
#6 10.39 Preparing to unpack .../21-libp11-kit0_0.25.5-3_arm64.deb ...
#6 10.39 Unpacking libp11-kit0:arm64 (0.25.5-3) ...
#6 10.43 Selecting previously unselected package libtasn1-6:arm64.
#6 10.43 Preparing to unpack .../22-libtasn1-6_4.20.0-2_arm64.deb ...
#6 10.43 Unpacking libtasn1-6:arm64 (4.20.0-2) ...
#6 10.45 Selecting previously unselected package libgnutls30t64:arm64.
#6 10.45 Preparing to unpack .../23-libgnutls30t64_3.8.9-3_arm64.deb ...
#6 10.45 Unpacking libgnutls30t64:arm64 (3.8.9-3) ...
#6 10.52 Selecting previously unselected package libpsl5t64:arm64.
#6 10.52 Preparing to unpack .../24-libpsl5t64_0.21.2-1.1+b1_arm64.deb ...
#6 10.52 Unpacking libpsl5t64:arm64 (0.21.2-1.1+b1) ...
#6 10.54 Selecting previously unselected package wget.
#6 10.54 Preparing to unpack .../25-wget_1.25.0-2_arm64.deb ...
#6 10.54 Unpacking wget (1.25.0-2) ...
#6 10.60 Selecting previously unselected package libbrotli1:arm64.
#6 10.60 Preparing to unpack .../26-libbrotli1_1.1.0-2+b7_arm64.deb ...
#6 10.60 Unpacking libbrotli1:arm64 (1.1.0-2+b7) ...
#6 10.63 Selecting previously unselected package libsasl2-modules-db:arm64.
#6 10.63 Preparing to unpack .../27-libsasl2-modules-db_2.1.28+dfsg1-9_arm64.deb ...
#6 10.63 Unpacking libsasl2-modules-db:arm64 (2.1.28+dfsg1-9) ...
#6 10.64 Selecting previously unselected package libsasl2-2:arm64.
#6 10.64 Preparing to unpack .../28-libsasl2-2_2.1.28+dfsg1-9_arm64.deb ...
#6 10.64 Unpacking libsasl2-2:arm64 (2.1.28+dfsg1-9) ...
#6 10.66 Selecting previously unselected package libldap2:arm64.
#6 10.67 Preparing to unpack .../29-libldap2_2.6.10+dfsg-1_arm64.deb ...
#6 10.67 Unpacking libldap2:arm64 (2.6.10+dfsg-1) ...
#6 10.69 Selecting previously unselected package libnghttp2-14:arm64.
#6 10.69 Preparing to unpack .../30-libnghttp2-14_1.64.0-1.1+b1_arm64.deb ...
#6 10.69 Unpacking libnghttp2-14:arm64 (1.64.0-1.1+b1) ...
#6 10.71 Selecting previously unselected package libnghttp3-9:arm64.
#6 10.71 Preparing to unpack .../31-libnghttp3-9_1.8.0-1_arm64.deb ...
#6 10.71 Unpacking libnghttp3-9:arm64 (1.8.0-1) ...
#6 10.73 Selecting previously unselected package librtmp1:arm64.
#6 10.73 Preparing to unpack .../32-librtmp1_2.4+20151223.gitfa8646d.1-3_arm64.deb ...
#6 10.73 Unpacking librtmp1:arm64 (2.4+20151223.gitfa8646d.1-3) ...
#6 10.75 Selecting previously unselected package libssh2-1t64:arm64.
#6 10.75 Preparing to unpack .../33-libssh2-1t64_1.11.1-1_arm64.deb ...
#6 10.75 Unpacking libssh2-1t64:arm64 (1.11.1-1) ...
#6 10.77 Selecting previously unselected package libcurl4t64:arm64.
#6 10.77 Preparing to unpack .../34-libcurl4t64_8.15.0-1_arm64.deb ...
#6 10.77 Unpacking libcurl4t64:arm64 (8.15.0-1) ...
#6 10.80 Selecting previously unselected package curl.
#6 10.80 Preparing to unpack .../35-curl_8.15.0-1_arm64.deb ...
#6 10.81 Unpacking curl (8.15.0-1) ...
#6 10.83 Selecting previously unselected package libngtcp2-16:arm64.
#6 10.83 Preparing to unpack .../36-libngtcp2-16_1.11.0-1_arm64.deb ...
#6 10.83 Unpacking libngtcp2-16:arm64 (1.11.0-1) ...
#6 10.85 Selecting previously unselected package libngtcp2-crypto-gnutls8:arm64.
#6 10.86 Preparing to unpack .../37-libngtcp2-crypto-gnutls8_1.11.0-1_arm64.deb ...
#6 10.86 Unpacking libngtcp2-crypto-gnutls8:arm64 (1.11.0-1) ...
#6 10.87 Selecting previously unselected package libcurl3t64-gnutls:arm64.
#6 10.87 Preparing to unpack .../38-libcurl3t64-gnutls_8.15.0-1_arm64.deb ...
#6 10.87 Unpacking libcurl3t64-gnutls:arm64 (8.15.0-1) ...
#6 10.90 Selecting previously unselected package liberror-perl.
#6 10.90 Preparing to unpack .../39-liberror-perl_0.17030-1_all.deb ...
#6 10.91 Unpacking liberror-perl (0.17030-1) ...
#6 10.92 Selecting previously unselected package git-man.
#6 10.92 Preparing to unpack .../40-git-man_1%3a2.50.1-0.1_all.deb ...
#6 10.92 Unpacking git-man (1:2.50.1-0.1) ...
#6 11.00 Selecting previously unselected package git.
#6 11.00 Preparing to unpack .../41-git_1%3a2.50.1-0.1_arm64.deb ...
#6 11.00 Unpacking git (1:2.50.1-0.1) ...
#6 11.28 Selecting previously unselected package libgpg-error0:arm64.
#6 11.28 Preparing to unpack .../42-libgpg-error0_1.55-2_arm64.deb ...
#6 11.28 Unpacking libgpg-error0:arm64 (1.55-2) ...
#6 11.30 Selecting previously unselected package libassuan9:arm64.
#6 11.30 Preparing to unpack .../43-libassuan9_3.0.2-2_arm64.deb ...
#6 11.30 Unpacking libassuan9:arm64 (3.0.2-2) ...
#6 11.32 Selecting previously unselected package libgcrypt20:arm64.
#6 11.32 Preparing to unpack .../44-libgcrypt20_1.11.2-2_arm64.deb ...
#6 11.32 Unpacking libgcrypt20:arm64 (1.11.2-2) ...
#6 11.36 Selecting previously unselected package libreadline8t64:arm64.
#6 11.36 Preparing to unpack .../45-libreadline8t64_8.2-6_arm64.deb ...
#6 11.37 Adding 'diversion of /lib/aarch64-linux-gnu/libhistory.so.8 to /lib/aarch64-linux-gnu/libhistory.so.8.usr-is-merged by libreadline8t64'
#6 11.37 Adding 'diversion of /lib/aarch64-linux-gnu/libhistory.so.8.2 to /lib/aarch64-linux-gnu/libhistory.so.8.2.usr-is-merged by libreadline8t64'
#6 11.37 Adding 'diversion of /lib/aarch64-linux-gnu/libreadline.so.8 to /lib/aarch64-linux-gnu/libreadline.so.8.usr-is-merged by libreadline8t64'
#6 11.38 Adding 'diversion of /lib/aarch64-linux-gnu/libreadline.so.8.2 to /lib/aarch64-linux-gnu/libreadline.so.8.2.usr-is-merged by libreadline8t64'
#6 11.38 Unpacking libreadline8t64:arm64 (8.2-6) ...
#6 11.40 Selecting previously unselected package gpgconf.
#6 11.40 Preparing to unpack .../46-gpgconf_2.4.8-3_arm64.deb ...
#6 11.40 Unpacking gpgconf (2.4.8-3) ...
#6 11.42 Selecting previously unselected package libksba8:arm64.
#6 11.42 Preparing to unpack .../47-libksba8_1.6.7-2+b1_arm64.deb ...
#6 11.42 Unpacking libksba8:arm64 (1.6.7-2+b1) ...
#6 11.44 Selecting previously unselected package libnpth0t64:arm64.
#6 11.44 Preparing to unpack .../48-libnpth0t64_1.8-3_arm64.deb ...
#6 11.44 Unpacking libnpth0t64:arm64 (1.8-3) ...
#6 11.45 Selecting previously unselected package gpg.
#6 11.45 Preparing to unpack .../49-gpg_2.4.8-3_arm64.deb ...
#6 11.46 Unpacking gpg (2.4.8-3) ...
#6 11.50 Setting up libexpat1:arm64 (2.7.1-2) ...
#6 11.51 Setting up libnpth0t64:arm64 (1.8-3) ...
#6 11.51 Setting up libkeyutils1:arm64 (1.6.3-6) ...
#6 11.52 Setting up libapparmor1:arm64 (4.1.0-1) ...
#6 11.55 Setting up libgdbm6t64:arm64 (1.26-1) ...
#6 11.56 Setting up libgpg-error0:arm64 (1.55-2) ...
#6 11.56 Setting up libgdbm-compat4t64:arm64 (1.26-1) ...
#6 11.56 Setting up libcbor0.10:arm64 (0.10.2-2) ...
#6 11.57 Setting up libbrotli1:arm64 (1.1.0-2+b7) ...
#6 11.57 Setting up libedit2:arm64 (3.1-20250104-1) ...
#6 11.58 Setting up libnghttp2-14:arm64 (1.64.0-1.1+b1) ...
#6 11.58 Setting up libgcrypt20:arm64 (1.11.2-2) ...
#6 11.59 Setting up libcom-err2:arm64 (1.47.2-3+b3) ...
#6 11.59 Setting up libkrb5support0:arm64 (1.21.3-5) ...
#6 11.59 Setting up libsasl2-modules-db:arm64 (2.1.28+dfsg1-9) ...
#6 11.60 Setting up libunistring5:arm64 (1.3-2) ...
#6 11.60 Setting up sudo (1.9.17p2-1) ...
#6 11.62 invoke-rc.d: could not determine current runlevel
#6 11.62 invoke-rc.d: policy-rc.d denied execution of start.
#6 11.63 Setting up libk5crypto3:arm64 (1.21.3-5) ...
#6 11.63 Setting up libsasl2-2:arm64 (2.1.28+dfsg1-9) ...
#6 11.63 Setting up libnghttp3-9:arm64 (1.8.0-1) ...
#6 11.64 Setting up libffi8:arm64 (3.4.8-2) ...
#6 11.64 Setting up perl-modules-5.40 (5.40.1-6) ...
#6 11.64 Setting up libassuan9:arm64 (3.0.2-2) ...
#6 11.65 Setting up libtasn1-6:arm64 (4.20.0-2) ...
#6 11.65 Setting up git-man (1:2.50.1-0.1) ...
#6 11.65 Setting up libngtcp2-16:arm64 (1.11.0-1) ...
#6 11.66 Setting up libkrb5-3:arm64 (1.21.3-5) ...
#6 11.66 Setting up libssh2-1t64:arm64 (1.11.1-1) ...
#6 11.67 Setting up libfido2-1:arm64 (1.16.0-2) ...
#6 11.68 Setting up openssl (3.5.2-1) ...
#6 11.68 Setting up readline-common (8.2-6) ...
#6 11.69 Setting up libldap2:arm64 (2.6.10+dfsg-1) ...
#6 11.69 Setting up libksba8:arm64 (1.6.7-2+b1) ...
#6 11.70 Setting up libidn2-0:arm64 (2.3.8-4) ...
#6 11.70 Setting up libperl5.40:arm64 (5.40.1-6) ...
#6 11.71 Setting up ca-certificates (20250419) ...
#6 11.93 Updating certificates in /etc/ssl/certs...
#6 12.18 150 added, 0 removed; done.
#6 12.19 Setting up perl (5.40.1-6) ...
#6 12.20 Setting up libp11-kit0:arm64 (0.25.5-3) ...
#6 12.20 Setting up libgssapi-krb5-2:arm64 (1.21.3-5) ...
#6 12.21 Setting up libreadline8t64:arm64 (8.2-6) ...
#6 12.21 Setting up gpgconf (2.4.8-3) ...
#6 12.21 Setting up gpg (2.4.8-3) ...
#6 12.28 Setting up libgnutls30t64:arm64 (3.8.9-3) ...
#6 12.29 Setting up openssh-client (1:10.0p1-8) ...
#6 12.40 Setting up libpsl5t64:arm64 (0.21.2-1.1+b1) ...
#6 12.40 Setting up liberror-perl (0.17030-1) ...
#6 12.41 Setting up librtmp1:arm64 (2.4+20151223.gitfa8646d.1-3) ...
#6 12.41 Setting up libngtcp2-crypto-gnutls8:arm64 (1.11.0-1) ...
#6 12.42 Setting up wget (1.25.0-2) ...
#6 12.42 Setting up libcurl4t64:arm64 (8.15.0-1) ...
#6 12.43 Setting up libcurl3t64-gnutls:arm64 (8.15.0-1) ...
#6 12.43 Setting up git (1:2.50.1-0.1) ...
#6 12.44 Setting up curl (8.15.0-1) ...
#6 12.45 Processing triggers for libc-bin (2.41-12) ...
#6 12.45 Processing triggers for ca-certificates (20250419) ...
#6 12.46 Updating certificates in /etc/ssl/certs...
#6 12.67 0 added, 0 removed; done.
#6 12.67 Running hooks in /etc/ca-certificates/update.d...
#6 12.67 done.
#6 DONE 13.0s

#7 [ 3/17] RUN useradd -ms /bin/bash devuser && echo "devuser ALL=(ALL) NOPASSWD:ALL" >> /etc/sudoers
#7 DONE 0.1s

#8 [ 4/17] WORKDIR /home/devuser
#8 DONE 0.1s

#9 [ 5/17] RUN curl -fsSL https://packages.microsoft.com/keys/microsoft.asc | sudo gpg --batch --yes --dearmor -o /usr/share/keyrings/microsoft.gpg &&     echo "deb [arch=$(dpkg --print-architecture) signed-by=/usr/share/keyrings/microsoft.gpg] https://packages.microsoft.com/repos/code stable main" | sudo tee /etc/apt/sources.list.d/vscode.list > /dev/null &&     sudo apt-get update && sudo apt-get install -y --no-install-recommends code &&     sudo apt-get clean && sudo rm -rf /var/lib/apt/lists/* /var/cache/apt/archives/*
#9 0.251 Get:1 http://deb.debian.org/debian testing InRelease [146 kB]
#9 0.288 Get:2 http://deb.debian.org/debian testing-updates InRelease [45.1 kB]
#9 0.299 Get:3 http://deb.debian.org/debian-security testing-security InRelease [43.4 kB]
#9 0.305 Get:4 https://packages.microsoft.com/repos/code stable InRelease [3590 B]
#9 0.307 Get:5 http://deb.debian.org/debian testing/main arm64 Packages [9722 kB]
#9 0.327 Get:6 https://packages.microsoft.com/repos/code stable/main arm64 Packages [20.5 kB]
#9 1.321 Fetched 9981 kB in 1s (9091 kB/s)
#9 1.321 Reading package lists...
#9 1.732 Reading package lists...
#9 2.121 Building dependency tree...
#9 2.233 Reading state information...
#9 2.432 The following package was automatically installed and is no longer required:
#9 2.433   gcc-14-base
#9 2.433 Use 'sudo apt autoremove' to remove it.
#9 2.433 The following additional packages will be installed:
#9 2.433   adwaita-icon-theme at-spi2-common dbus dbus-bin dbus-daemon
#9 2.433   dbus-session-bus-common dbus-system-bus-common dbus-user-session
#9 2.433   dconf-gsettings-backend dconf-service fontconfig fontconfig-config
#9 2.433   fonts-dejavu-core fonts-dejavu-mono gcc-15-base gtk-update-icon-cache
#9 2.433   hicolor-icon-theme libasound2-data libasound2t64 libatk-bridge2.0-0t64
#9 2.433   libatk1.0-0t64 libatomic1 libatspi2.0-0t64 libavahi-client3
#9 2.433   libavahi-common-data libavahi-common3 libcairo-gobject2 libcairo2
#9 2.433   libcloudproviders0 libcolord2 libcups2t64 libdatrie1 libdbus-1-3 libdconf1
#9 2.433   libdeflate0 libdrm-amdgpu1 libdrm-common libdrm2 libelf1t64 libepoxy0
#9 2.433   libfontconfig1 libfreetype6 libfribidi0 libgbm1 libgcc-s1
#9 2.433   libgdk-pixbuf-2.0-0 libgdk-pixbuf2.0-common libglib2.0-0t64 libgraphite2-3
#9 2.433   libgtk-3-0t64 libgtk-3-common libharfbuzz0b libjbig0 libjpeg62-turbo
#9 2.433   liblcms2-2 liblerc4 libllvm19 libncursesw6 libnspr4 libnss3 libpam-systemd
#9 2.433   libpango-1.0-0 libpangocairo-1.0-0 libpangoft2-1.0-0 libpixman-1-0
#9 2.434   libpng16-16t64 libproc2-0 libsensors-config libsensors5 libsharpyuv0
#9 2.434   libstdc++6 libsystemd-shared libthai-data libthai0 libtiff6
#9 2.434   libwayland-client0 libwayland-cursor0 libwayland-egl1 libwayland-server0
#9 2.434   libwebp7 libx11-6 libx11-data libx11-xcb1 libxau6 libxcb-dri3-0
#9 2.434   libxcb-present0 libxcb-randr0 libxcb-render0 libxcb-shm0 libxcb-sync1
#9 2.434   libxcb-xfixes0 libxcb1 libxcomposite1 libxcursor1 libxdamage1 libxdmcp6
#9 2.434   libxext6 libxfixes3 libxi6 libxinerama1 libxkbcommon0 libxkbfile1 libxml2-16
#9 2.434   libxrandr2 libxrender1 libxshmfence1 libz3-4 mesa-libgallium procps
#9 2.434   shared-mime-info systemd systemd-sysv xdg-utils xkb-data
#9 2.435 Suggested packages:
#9 2.435   adwaita-icon-theme-legacy alsa-utils libasound2-plugins colord cups-common
#9 2.435   low-memory-monitor gvfs liblcms2-utils libcryptsetup12 libtss2-rc0t64
#9 2.435   lm-sensors libarchive13t64 libbpf1 libdw1t64 libip4tc2 libpwquality1
#9 2.435   libqrencode4 systemd-container systemd-homed systemd-userdbd systemd-boot
#9 2.435   systemd-resolved systemd-repart libtss2-tcti-device0 polkitd
#9 2.435 Recommended packages:
#9 2.435   librsvg2-common libvulkan1 alsa-ucm-conf alsa-topology-conf at-spi2-core
#9 2.435   libgdk-pixbuf2.0-bin libglib2.0-data xdg-user-dirs libgtk-3-bin libgpm2
#9 2.435   libkmod2 psmisc linux-sysctl-defaults systemd-timesyncd | time-daemon
#9 2.435   systemd-cryptsetup libnss-systemd libfile-mimeinfo-perl libnet-dbus-perl
#9 2.435   libx11-protocol-perl x11-utils x11-xserver-utils
#9 2.825 The following NEW packages will be installed:
#9 2.825   adwaita-icon-theme at-spi2-common code dbus dbus-bin dbus-daemon
#9 2.825   dbus-session-bus-common dbus-system-bus-common dbus-user-session
#9 2.825   dconf-gsettings-backend dconf-service fontconfig fontconfig-config
#9 2.825   fonts-dejavu-core fonts-dejavu-mono gcc-15-base gtk-update-icon-cache
#9 2.825   hicolor-icon-theme libasound2-data libasound2t64 libatk-bridge2.0-0t64
#9 2.825   libatk1.0-0t64 libatomic1 libatspi2.0-0t64 libavahi-client3
#9 2.825   libavahi-common-data libavahi-common3 libcairo-gobject2 libcairo2
#9 2.825   libcloudproviders0 libcolord2 libcups2t64 libdatrie1 libdbus-1-3 libdconf1
#9 2.825   libdeflate0 libdrm-amdgpu1 libdrm-common libdrm2 libelf1t64 libepoxy0
#9 2.825   libfontconfig1 libfreetype6 libfribidi0 libgbm1 libgdk-pixbuf-2.0-0
#9 2.825   libgdk-pixbuf2.0-common libglib2.0-0t64 libgraphite2-3 libgtk-3-0t64
#9 2.825   libgtk-3-common libharfbuzz0b libjbig0 libjpeg62-turbo liblcms2-2 liblerc4
#9 2.825   libllvm19 libncursesw6 libnspr4 libnss3 libpam-systemd libpango-1.0-0
#9 2.825   libpangocairo-1.0-0 libpangoft2-1.0-0 libpixman-1-0 libpng16-16t64
#9 2.825   libproc2-0 libsensors-config libsensors5 libsharpyuv0 libsystemd-shared
#9 2.825   libthai-data libthai0 libtiff6 libwayland-client0 libwayland-cursor0
#9 2.825   libwayland-egl1 libwayland-server0 libwebp7 libx11-6 libx11-data libx11-xcb1
#9 2.825   libxau6 libxcb-dri3-0 libxcb-present0 libxcb-randr0 libxcb-render0
#9 2.825   libxcb-shm0 libxcb-sync1 libxcb-xfixes0 libxcb1 libxcomposite1 libxcursor1
#9 2.825   libxdamage1 libxdmcp6 libxext6 libxfixes3 libxi6 libxinerama1 libxkbcommon0
#9 2.825   libxkbfile1 libxml2-16 libxrandr2 libxrender1 libxshmfence1 libz3-4
#9 2.825   mesa-libgallium procps shared-mime-info systemd systemd-sysv xdg-utils
#9 2.825   xkb-data
#9 2.826 The following packages will be upgraded:
#9 2.826   libgcc-s1 libstdc++6
#9 2.878 2 upgraded, 113 newly installed, 0 to remove and 1 not upgraded.
#9 2.878 Need to get 176 MB of archives.
#9 2.878 After this operation, 779 MB of additional disk space will be used.
#9 2.878 Get:1 http://deb.debian.org/debian testing/main arm64 libsystemd-shared arm64 258~rc3-1 [2000 kB]
#9 2.921 Get:2 https://packages.microsoft.com/repos/code stable/main arm64 code arm64 1.103.2-1755710123 [104 MB]
#9 2.980 Get:3 http://deb.debian.org/debian testing/main arm64 systemd arm64 258~rc3-1 [3034 kB]
#9 3.076 Get:4 http://deb.debian.org/debian testing/main arm64 systemd-sysv arm64 258~rc3-1 [62.6 kB]
#9 3.076 Get:5 http://deb.debian.org/debian testing/main arm64 libdbus-1-3 arm64 1.16.2-2 [169 kB]
#9 3.077 Get:6 http://deb.debian.org/debian testing/main arm64 dbus-bin arm64 1.16.2-2 [78.8 kB]
#9 3.078 Get:7 http://deb.debian.org/debian testing/main arm64 dbus-session-bus-common all 1.16.2-2 [52.3 kB]
#9 3.078 Get:8 http://deb.debian.org/debian testing/main arm64 dbus-daemon arm64 1.16.2-2 [152 kB]
#9 3.078 Get:9 http://deb.debian.org/debian testing/main arm64 dbus-system-bus-common all 1.16.2-2 [53.5 kB]
#9 3.078 Get:10 http://deb.debian.org/debian testing/main arm64 dbus arm64 1.16.2-2 [70.7 kB]
#9 3.079 Get:11 http://deb.debian.org/debian testing/main arm64 gcc-15-base arm64 15.2.0-1 [52.0 kB]
#9 3.079 Get:12 http://deb.debian.org/debian testing/main arm64 libgcc-s1 arm64 15.2.0-1 [53.4 kB]
#9 3.093 Get:13 http://deb.debian.org/debian testing/main arm64 libstdc++6 arm64 15.2.0-1 [647 kB]
#9 3.109 Get:14 http://deb.debian.org/debian testing/main arm64 libncursesw6 arm64 6.5+20250216-2 [124 kB]
#9 3.111 Get:15 http://deb.debian.org/debian testing/main arm64 libproc2-0 arm64 2:4.0.4-9 [62.8 kB]
#9 3.112 Get:16 http://deb.debian.org/debian testing/main arm64 procps arm64 2:4.0.4-9 [871 kB]
